datetime,SO2,hour,dayofweek,hour_sin,hour_cos,dow_sin,dow_cos,SO2_lag_1,SO2_lag_6,SO2_lag_12,SO2_lag_24
2021-07-13 16:00:00,1.89752,16.0,1.0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,1.83209,1.17777,1.30864,0.78518
2021-07-13 16:15:00,1.83209,16.0,1.0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,1.89752,1.57037,1.04691,1.04691
2021-07-13 16:30:00,1.83209,16.0,1.0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,1.83209,2.09382,1.04691,0.78518
2021-07-13 16:45:00,1.57037,16.0,1.0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,1.83209,1.83209,1.04691,0.78518
2021-07-13 17:00:00,1.30864,17.0,1.0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,1.57037,1.83209,1.04691,0.52346
2021-07-13 17:00:00,1.6358,17.0,1.0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,1.30864,1.83209,1.04691,0.78518
2021-07-13 17:15:00,1.57037,17.0,1.0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,1.6358,1.89752,1.17777,0.78518
2021-07-13 17:30:00,1.30864,17.0,1.0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,1.57037,1.83209,1.57037,1.04691
2021-07-13 17:45:00,1.30864,17.0,1.0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,1.30864,1.83209,2.09382,0.78518
2021-07-13 18:00:00,1.4395,18.0,1.0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,1.30864,1.57037,1.83209,0.85062
2021-07-13 18:00:00,1.57037,18.0,1.0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,1.4395,1.30864,1.83209,1.04691
2021-07-13 18:15:00,1.57037,18.0,1.0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,1.57037,1.6358,1.83209,0.78518
2021-07-13 18:30:00,1.30864,18.0,1.0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,1.57037,1.57037,1.89752,1.30864
2021-07-13 18:45:00,1.30864,18.0,1.0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,1.30864,1.30864,1.83209,1.04691
2021-07-13 19:00:00,1.30864,19.0,1.0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,1.30864,1.30864,1.83209,1.04691
2021-07-13 19:00:00,1.37407,19.0,1.0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,1.30864,1.4395,1.57037,1.04691
2021-07-13 19:15:00,0.78518,19.0,1.0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,1.37407,1.57037,1.30864,1.04691
2021-07-13 19:30:00,1.30864,19.0,1.0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,0.78518,1.57037,1.6358,1.04691
2021-07-13 19:45:00,1.30864,19.0,1.0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,1.30864,1.30864,1.57037,1.17777
2021-07-13 20:00:00,1.04691,20.0,1.0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,1.30864,1.30864,1.30864,1.57037
2021-07-13 20:00:00,1.11234,20.0,1.0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,1.04691,1.30864,1.30864,2.09382
2021-07-13 20:15:00,1.30864,20.0,1.0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,1.11234,1.37407,1.4395,1.83209
2021-07-13 20:30:00,1.30864,20.0,1.0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,1.30864,0.78518,1.57037,1.83209
2021-07-13 20:45:00,1.30864,20.0,1.0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,1.30864,1.30864,1.57037,1.83209
2021-07-13 21:00:00,1.30864,21.0,1.0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,1.30864,1.30864,1.30864,1.89752
