O3,NO,NO2,NOx,SO2,CO,PM10,PM2_5,WindDir,WindSpeed,Temp,datetime,hour,dayofweek,hour_sin,hour_cos,dow_sin,dow_cos,SO2_lag_1,SO2_lag_6,SO2_lag_12,SO2_lag_24
45.6708,0.5336,9.95189,10.77007,0.47374,0.056394,3.65,1.698,17.9,4.7,2.1,2021-01-01 06:00:00,6.0,4.0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.47374,0.47374,0.23687,1.65808
35.4535,0.84749,17.88472,19.18418,0.35531,0.063443,3.85,1.604,13.6,4.3,1.8,2021-01-01 07:00:00,7.0,4.0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0.47374,0.47374,0.47374,0.94748
43.99583,0.59638,9.85563,10.77007,0.47374,0.074018,4.0,1.698,9.9,4.1,1.6,2021-01-01 08:00:00,8.0,4.0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.23687,0.35531,0.47374,0.94748
49.35573,0.5336,6.97089,7.78907,0.11843,0.070492,4.95,2.005,9.8,4.2,1.5,2021-01-01 09:00:00,9.0,4.0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,0.0,0.23687,0.47374,0.47374
52.20318,0.5336,5.38422,6.20241,0.35531,0.063443,5.9,2.288,7.2,3.9,1.5,2021-01-01 10:00:00,10.0,4.0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.23687,0.0,0.71061,0.47374
46.84328,1.28693,7.69095,9.66421,0.47374,0.070492,5.7,2.594,5.0,3.5,2.4,2021-01-01 11:00:00,11.0,4.0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,0.47374,0.35531,0.0,0.23687
42.3767,1.56942,10.67152,13.07794,0.41452,0.084591,4.625,2.335,7.1,3.5,3.8,2021-01-01 12:00:00,12.0,4.0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.47374,0.47374,0.23687,0.23687
40.19924,1.94609,11.92105,14.905,0.59217,0.095165,4.55,2.288,8.3,3.9,4.5,2021-01-01 13:00:00,13.0,4.0,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,0.71061,0.23687,0.47374,0.47374
41.26005,1.25554,9.37382,11.29895,0.47374,0.105738,4.85,2.877,9.6,4.1,4.6,2021-01-01 14:00:00,14.0,4.0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0.71061,0.71061,0.47374,0.11843
44.21916,1.16137,10.7683,12.54905,0.59217,0.095165,4.625,2.288,353.3,3.7,4.1,2021-01-01 15:00:00,15.0,4.0,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,0.71061,0.71061,0.71061,0.71061
38.07761,0.87888,14.23054,15.57813,0.35531,0.105738,5.625,3.325,0.1,3.3,3.4,2021-01-01 16:00:00,16.0,4.0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0.23687,0.71061,0.23687,0.47374
34.89517,0.97304,16.34595,17.83792,0.71061,0.130411,8.3,5.566,359.7,3.0,3.1,2021-01-01 17:00:00,17.0,4.0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0.94748,0.23687,0.71061,0.41452
42.0417,0.97304,14.99969,16.49167,1.24356,0.109264,10.375,6.958,333.3,3.3,3.3,2021-01-01 18:00:00,18.0,4.0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0.94748,0.94748,0.47374,0.47374
43.88417,0.59638,14.85602,15.77046,1.42121,0.098689,9.775,6.226,344.9,4.4,3.4,2021-01-01 19:00:00,19.0,4.0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,1.42121,1.24356,0.94748,0.47374
50.47238,0.78471,11.87473,13.07794,1.59887,0.098689,11.75,6.958,348.2,2.9,3.2,2021-01-01 20:00:00,20.0,4.0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,1.65808,1.18435,1.42121,0.47374
53.65482,0.37666,11.34646,11.924,1.65808,0.09164,10.55,6.203,328.3,4.6,3.1,2021-01-01 21:00:00,21.0,4.0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,1.65808,1.65808,1.42121,0.23687
51.53319,0.34527,10.48106,11.01047,1.362,0.084591,11.225,7.028,3.6,2.9,2.5,2021-01-01 22:00:00,22.0,4.0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,1.42121,1.65808,1.65808,1.42121
54.8273,0.34527,9.95217,10.48158,1.12513,0.074018,8.65,5.731,330.4,2.9,1.3,2021-01-01 23:00:00,23.0,4.0,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,1.18435,1.42121,1.65808,1.65808
57.5069,0.66008,7.31627,8.32838,0.35505,0.049345,5.8,3.632,302.6,4.2,0.5,2021-01-02 03:00:00,3.0,5.0,0.7071067811865475,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,0.2367,0.4734,0.9468,1.42121
55.1038,0.58674,7.25221,8.15186,0.53258,0.056394,4.725,3.42,292.6,4.7,0.8,2021-01-02 04:00:00,4.0,5.0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.7101,0.2367,0.4734,1.18435
45.32371,1.69736,13.23579,15.83837,0.53258,0.063443,3.65,3.184,312.8,4.0,1.6,2021-01-02 05:00:00,5.0,5.0,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,0.2367,0.53258,0.2367,0.9468
45.82669,1.63449,15.3541,17.86029,0.59175,0.05287,2.925,2.5,323.8,3.2,1.9,2021-01-02 06:00:00,6.0,5.0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.4734,0.2367,0.4734,0.8679
50.29758,1.19443,14.15135,15.98279,0.2367,0.05287,2.55,1.816,330.5,3.3,2.2,2021-01-02 07:00:00,7.0,5.0,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,0.2367,0.4734,0.7101,0.3945
48.34157,0.78581,15.30744,16.51234,0.2367,0.049345,3.05,1.91,332.0,3.0,1.8,2021-01-02 08:00:00,8.0,5.0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0.2367,0.2367,0.7101,0.35505
51.30354,0.72295,12.56352,13.67202,0.53258,0.038771,3.625,2.264,334.4,2.6,1.3,2021-01-02 09:00:00,9.0,5.0,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,0.4734,0.2367,0.2367,0.9468
44.03833,2.16884,18.81932,22.14483,0.4734,0.05287,4.875,2.854,357.9,2.9,1.1,2021-01-02 10:00:00,10.0,5.0,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.4734,0.4734,0.2367,0.7101
48.17391,1.19443,14.44019,16.27163,0.35505,0.049345,5.025,3.019,10.6,4.2,2.5,2021-01-02 11:00:00,11.0,5.0,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,0.4734,0.4734,0.4734,0.2367
49.79461,1.22587,14.19943,16.07907,0.4734,0.042295,4.475,2.453,15.5,4.4,3.4,2021-01-02 12:00:00,12.0,5.0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,0.4734,0.4734,0.4734,0.0
55.38323,2.01168,11.98358,15.06811,0.7101,0.05287,3.775,2.005,17.2,5.2,3.1,2021-01-02 13:00:00,13.0,5.0,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,0.9468,0.4734,0.2367,0.4734
58.51285,0.97441,10.39674,11.89081,0.7101,0.059919,4.15,2.311,13.2,5.3,3.1,2021-01-02 14:00:00,14.0,5.0,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.7101,0.9468,0.4734,0.53258
55.43911,1.00584,13.62213,15.16439,0.7101,0.070492,4.875,2.925,16.9,4.5,2.7,2021-01-02 15:00:00,15.0,5.0,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,0.7101,0.7101,0.9468,0.4734
47.61505,1.06871,22.28738,23.92604,1.00598,0.077542,6.475,4.175,20.0,4.3,1.8,2021-01-02 16:00:00,16.0,5.0,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0.9468,0.4734,0.4734,0.35505
36.0466,1.38303,30.32637,32.44699,1.71608,0.116313,8.925,6.392,22.2,4.5,1.3,2021-01-02 17:00:00,17.0,5.0,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,2.1303,0.9468,0.7101,0.4734
36.32603,5.40639,36.28882,44.5785,1.8936,0.133935,10.1,7.807,26.8,4.6,1.1,2021-01-02 18:00:00,18.0,5.0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,1.8936,1.71608,0.9468,0.7101
37.05255,1.13157,25.609,27.34405,2.01195,0.126886,8.75,6.934,28.0,4.9,1.2,2021-01-02 19:00:00,19.0,5.0,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,2.1303,1.8936,2.1303,0.9468
32.414,2.10598,32.53959,35.76871,2.1303,0.172707,11.65,9.764,26.5,4.8,1.2,2021-01-02 20:00:00,20.0,5.0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1.8936,1.8936,1.6569,0.7101
20.62201,2.38887,36.14966,39.81255,3.13628,0.179756,11.775,9.906,22.8,4.8,1.1,2021-01-02 21:00:00,21.0,5.0,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,2.8404,2.1303,1.8936,1.1835
18.27479,10.74991,43.98203,60.465,3.60968,0.253772,15.45,13.491,22.9,4.9,1.1,2021-01-02 22:00:00,22.0,5.0,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,3.55051,3.31381,1.8936,1.8936
1.90013,49.72621,59.55977,135.80555,5.73998,0.609759,35.625,31.816,26.9,5.3,1.3,2021-01-02 23:00:00,23.0,5.0,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,5.68081,3.55051,3.31381,1.8936
1.73414,11.11121,41.76851,58.80546,2.66098,0.542791,25.1,22.217,29.3,4.2,-0.1,2021-01-03 03:00:00,3.0,6.0,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,2.83838,3.31145,4.96717,3.60968
1.79009,14.29034,46.00394,67.91548,2.42445,0.468774,21.55,18.915,37.2,4.2,0.2,2021-01-03 04:00:00,4.0,6.0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,2.12879,2.83838,3.78451,5.73998
3.58017,11.9296,36.41656,54.70836,1.71486,0.377134,15.9,13.797,40.1,4.3,0.3,2021-01-03 05:00:00,5.0,6.0,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,1.65572,2.12879,2.60185,4.96717
8.61478,3.11617,29.73399,34.51206,1.95139,0.370085,11.325,9.693,41.8,4.2,0.3,2021-01-03 06:00:00,6.0,6.0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1.89225,1.41919,2.36532,4.96717
28.47353,1.13316,24.62857,26.36605,0.887,0.102214,5.3,3.231,36.8,4.1,0.2,2021-01-03 07:00:00,7.0,6.0,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.7096,1.95139,1.41919,2.83838
40.05313,0.97577,16.33828,17.83444,0.65046,0.049345,3.575,1.557,32.5,4.0,0.1,2021-01-03 08:00:00,8.0,6.0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0.7096,0.7096,1.89225,2.83838
46.98971,1.00725,15.08499,16.62941,0.887,0.031722,4.1,1.627,27.1,3.8,0.0,2021-01-03 09:00:00,9.0,6.0,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,0.94613,0.47306,0.94613,2.42445
42.7942,2.26631,23.99972,27.47468,0.887,0.042295,4.875,2.453,25.5,4.0,0.5,2021-01-03 10:00:00,10.0,6.0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.7096,0.94613,0.7096,1.71486
46.03873,3.0847,20.19021,24.92002,0.47306,0.035246,5.35,2.547,30.1,5.9,2.4,2021-01-03 12:00:00,12.0,6.0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0.94613,0.47306,0.7096,0.7096
44.41647,3.71423,21.153,26.84807,0.7096,0.031722,4.175,2.075,43.0,6.4,3.0,2021-01-03 13:00:00,13.0,6.0,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.94613,0.47306,0.94613,0.65046
40.61254,2.80141,22.02242,26.31785,0.59133,0.05287,4.0,1.816,44.2,6.2,3.4,2021-01-03 14:00:00,14.0,6.0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0.23653,0.7096,0.47306,1.18266
36.64079,2.07745,17.63754,20.82292,0.3548,0.066968,4.15,2.075,48.4,6.3,3.5,2021-01-03 15:00:00,15.0,6.0,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,0.47306,0.7096,0.7096,0.7096
26.3478,5.19362,27.75364,35.71709,2.18792,0.077542,5.325,2.453,68.2,5.8,3.2,2021-01-03 16:00:00,16.0,6.0,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,3.31145,0.3548,0.7096,0.47306
31.38241,2.23483,20.7221,24.1488,1.53746,0.063443,4.7,2.217,71.8,5.1,3.0,2021-01-03 17:00:00,17.0,6.0,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,1.18266,3.07492,0.23653,0.47306
34.0116,1.54235,17.44579,19.81069,0.3548,0.081067,3.575,2.288,73.0,5.8,3.0,2021-01-03 18:00:00,18.0,6.0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0.23653,1.18266,1.41919,0.47306
19.18747,8.87638,31.79527,45.40553,1.24179,0.084591,6.375,4.057,75.0,6.2,3.1,2021-01-03 19:00:00,19.0,6.0,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,1.41919,0.3548,1.18266,0.23653
22.71169,3.96604,31.32295,37.40413,0.94613,0.112788,8.2,5.448,71.7,6.2,3.1,2021-01-03 20:00:00,20.0,6.0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.94613,1.41919,0.23653,0.94613
29.59233,1.41644,21.88055,24.0524,0.887,0.102214,7.775,5.259,77.2,7.3,3.3,2021-01-03 21:00:00,21.0,6.0,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,0.94613,0.94613,1.89225,2.36532
24.44584,1.63678,28.00166,30.51136,1.24179,0.095165,7.55,4.057,78.0,7.1,3.5,2021-01-03 22:00:00,22.0,6.0,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,0.7096,0.94613,1.18266,0.47306
32.0537,1.54235,19.80765,22.17255,1.18266,0.066968,6.15,3.467,82.1,7.2,3.4,2021-01-03 23:00:00,23.0,6.0,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,0.7096,1.18266,0.47306,0.23653
32.4019,0.79852,21.36198,22.58637,0.86667,0.070492,5.175,2.618,73.9,7.1,2.6,2021-01-04 01:00:00,1.0,0.0,0.25881904510252074,0.9659258262890683,0.0,1.0,0.94545,0.94613,1.24179,1.18266
39.56914,0.50433,17.37302,18.14631,0.86667,0.032897,4.9,2.665,73.9,7.4,2.8,2021-01-04 02:00:00,2.0,0.0,0.49999999999999994,0.8660254037844387,0.0,1.0,0.94545,0.86667,0.94613,0.94613
43.61937,0.50433,11.05077,11.82406,0.82727,0.05287,5.975,2.854,71.0,7.1,2.8,2021-01-04 03:00:00,3.0,0.0,0.7071067811865475,0.7071067811865476,0.0,1.0,0.94545,0.94545,0.94545,1.18266
44.2913,1.2293,10.66308,12.54798,0.47273,0.038771,6.325,2.712,68.7,6.8,2.6,2021-01-04 04:00:00,4.0,0.0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.23636,0.94545,0.70909,0.7096
42.77946,0.66193,9.84388,10.85883,0.82727,0.05287,5.575,2.524,66.7,7.2,3.3,2021-01-04 05:00:00,5.0,0.0,0.9659258262890683,0.25881904510252074,0.0,1.0,0.47273,0.47273,0.94545,0.70909
23.76769,13.68952,37.22474,58.21505,1.48699,0.208605,29.975,10.873,152.8,0.9,8.2,2021-03-31 13:00:00,13.0,2.0,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,1.54207,0.44059,0.44059,1.10147
22.97948,13.49895,37.56554,58.26364,1.81744,0.210501,32.875,10.283,141.7,2.1,8.1,2021-03-31 14:00:00,14.0,2.0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,1.76236,1.54207,0.2203,0.66089
15.94618,15.02354,45.86986,68.90563,1.54207,0.267393,37.125,11.793,143.2,2.2,8.1,2021-03-31 15:00:00,15.0,2.0,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,1.54207,1.76236,1.54207,0.2203
21.34242,13.56247,41.35562,62.15113,1.37685,0.270238,31.825,11.698,139.4,2.0,8.1,2021-03-31 16:00:00,16.0,2.0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,1.32177,1.54207,1.98266,0.55074
28.61824,9.02048,39.96184,53.79304,0.93625,0.241792,17.9,9.458,103.6,2.3,7.8,2021-03-31 17:00:00,17.0,2.0,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.88118,1.32177,1.32177,0.33044
51.05203,2.66803,23.85036,27.94128,1.70729,0.159297,9.25,5.307,76.5,3.3,6.8,2021-03-31 18:00:00,18.0,2.0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,1.54207,0.93625,1.32177,1.76236
45.77706,2.15983,33.91095,37.22264,0.88118,0.105251,10.225,4.788,78.5,3.4,6.5,2021-03-31 19:00:00,19.0,2.0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,0.66089,1.54207,0.88118,1.76236
38.07681,2.25512,31.77251,35.23031,0.93625,0.11094,17.175,10.613,78.6,4.0,6.3,2021-03-31 20:00:00,20.0,2.0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,1.10147,1.10147,1.76236,1.54207
40.56271,1.90573,26.28263,29.20471,0.88118,0.093872,13.75,7.005,72.7,4.9,5.9,2021-03-31 21:00:00,21.0,2.0,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,0.44059,1.10147,0.88118,1.10147
36.19722,1.90573,27.78903,30.71111,1.37685,0.059736,15.3,6.769,84.4,2.9,6.2,2021-03-31 22:00:00,22.0,2.0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,1.10147,0.44059,0.66089,1.54207
48.68739,0.79406,15.64442,16.86195,1.10147,0.133697,14.575,8.349,74.9,3.9,6.6,2021-03-31 23:00:00,23.0,2.0,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,0.88118,1.37685,0.44059,0.88118
49.92382,0.67844,11.60878,12.64903,0.58747,0.087235,12.225,5.354,88.9,9.4,5.7,2021-04-01 02:00:00,2.0,3.0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0.6609,0.8812,1.10147,0.44059
60.56398,0.50883,5.15513,5.93532,0.4406,0.071115,7.275,3.231,98.6,9.6,5.2,2021-04-01 03:00:00,3.0,3.0,0.7071067811865475,0.7071067811865476,0.43388373911755823,-0.900968867902419,0.2203,0.6609,0.4406,1.10147
63.59825,0.57243,4.91165,5.78937,0.6609,0.082494,6.45,2.618,102.7,8.4,5.5,2021-04-01 04:00:00,4.0,3.0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.4406,0.4406,0.6609,0.88118
62.20248,0.63603,8.70614,9.68137,0.38552,0.096717,8.625,3.632,95.3,8.0,4.8,2021-04-01 05:00:00,5.0,3.0,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,0.4406,0.4406,0.2203,0.4406
31.73844,4.77025,37.24923,44.56351,0.38552,0.14223,14.475,5.401,95.6,7.4,4.4,2021-04-01 07:00:00,7.0,3.0,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.2203,0.6609,0.2203,0.4406
34.40859,7.6642,37.14176,48.89337,0.49568,0.14792,13.775,4.906,91.8,8.0,4.7,2021-04-01 08:00:00,8.0,3.0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.4406,0.2203,0.6609,0.8812
46.90978,10.14473,26.38137,41.93641,1.1015,0.136541,13.275,4.623,91.1,8.2,4.8,2021-04-01 09:00:00,9.0,3.0,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,1.3218,0.4406,0.4406,0.6609
56.43737,6.90096,18.60875,29.19007,0.49568,0.190589,9.675,4.269,92.8,8.2,6.0,2021-04-01 10:00:00,10.0,3.0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,0.4406,1.1015,0.4406,0.8812
57.10491,6.29673,16.71352,26.36837,0.4406,0.201967,12.35,5.0,97.6,8.6,7.2,2021-04-01 11:00:00,11.0,3.0,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,0.4406,0.4406,1.3218,0.4406
62.38454,4.07061,12.53743,18.77895,0.49568,0.261704,13.35,5.283,96.7,8.5,7.7,2021-04-01 12:00:00,12.0,3.0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0.4406,0.4406,0.4406,0.4406
65.11538,3.37098,12.29664,17.46539,0.38552,0.207656,11.95,5.118,96.6,8.4,8.1,2021-04-01 13:00:00,13.0,3.0,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.4406,0.4406,0.4406,0.6609
65.11538,3.11656,15.45979,20.23845,0.38552,0.221879,14.425,5.637,97.7,8.3,8.3,2021-04-01 14:00:00,14.0,3.0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0.6609,0.38552,0.4406,0.6609
67.54279,2.95755,13.27109,17.80595,0.38552,0.290149,13.3,5.165,99.2,7.9,8.4,2021-04-01 15:00:00,15.0,3.0,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,0.2203,0.6609,0.4406,0.6609
64.38716,3.56179,18.03668,23.49801,0.38552,0.290149,12.85,5.377,98.6,7.2,8.3,2021-04-01 16:00:00,16.0,3.0,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.0,0.4406,0.2203,0.4406
68.39239,2.54413,14.6834,18.58435,0.33045,0.281615,12.525,5.236,98.4,6.3,8.0,2021-04-01 17:00:00,17.0,3.0,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.4406,0.0,0.4406,0.49568
68.39239,1.8445,15.46426,18.29245,0.4406,0.287305,12.2,5.495,91.5,5.3,7.2,2021-04-01 18:00:00,18.0,3.0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0.4406,0.4406,0.4406,0.2203
67.17868,1.11306,15.02898,16.73564,0.38552,0.315751,14.2,6.109,77.0,4.6,6.2,2021-04-01 19:00:00,19.0,3.0,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,0.4406,0.4406,0.2203,0.38552
62.68797,0.95405,16.73229,18.19514,0.16523,0.275926,14.45,7.193,74.1,4.4,5.8,2021-04-01 20:00:00,20.0,3.0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.2203,0.38552,0.4406,0.6609
62.1418,0.76324,15.85726,17.02754,0.11015,0.295838,12.35,6.226,81.2,5.1,5.8,2021-04-01 21:00:00,21.0,3.0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,0.2203,0.2203,0.4406,0.0
57.77245,0.69964,15.56558,16.63834,0.38552,0.227569,10.575,6.061,88.9,5.4,5.6,2021-04-01 22:00:00,22.0,3.0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0.4406,0.0,0.2203,0.6609
64.93333,0.76324,8.02459,9.19487,0.2203,0.221879,8.75,5.047,96.5,5.3,5.1,2021-04-01 23:00:00,23.0,3.0,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,0.2203,0.4406,0.0,0.4406
70.61902,0.42455,8.24613,8.89709,0.80778,0.178262,7.6,3.821,81.2,3.5,2.6,2021-04-02 01:00:00,1.0,4.0,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,0.66091,0.4406,0.4406,0.0
69.32326,0.50946,11.49294,12.27409,0.88122,0.113784,10.25,3.797,79.8,4.0,2.7,2021-04-02 02:00:00,2.0,4.0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.88122,0.66091,0.6609,0.0
76.65241,0.47762,4.82023,5.55257,0.71599,0.105251,7.25,3.325,80.7,3.7,2.4,2021-04-02 03:00:00,3.0,4.0,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191,0.44061,0.88122,0.88122,0.4406
75.92355,0.50946,5.64813,6.42929,0.71599,0.150764,5.825,2.948,75.4,3.2,1.8,2021-04-02 04:00:00,4.0,4.0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.2203,0.71599,0.88122,0.2203
70.15336,0.5413,11.10317,11.93315,0.44061,0.116628,6.325,3.019,67.9,3.3,1.5,2021-04-02 05:00:00,5.0,4.0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,0.88122,0.2203,0.44061,0.88122
2.67251,56.23135,84.54554,170.76573,1.48706,0.176366,24.275,6.627,45.1,2.6,1.2,2021-04-02 07:00:00,7.0,4.0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,1.54213,0.60584,0.66091,0.88122
8.98935,51.32782,73.01985,151.72141,1.81751,0.267392,23.275,7.076,51.2,2.2,3.6,2021-04-02 08:00:00,8.0,4.0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,1.76244,1.54213,0.66091,1.10152
50.89915,9.80705,29.18842,44.22569,1.32183,0.099561,15.675,5.566,43.8,2.1,5.5,2021-04-02 09:00:00,9.0,4.0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,0.88122,1.54213,1.76244,0.71599
60.73884,6.75031,24.28014,34.63047,1.81751,0.076805,11.325,5.802,34.1,3.0,7.1,2021-04-02 10:00:00,10.0,4.0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,3.08427,1.32183,1.54213,0.66091
70.2141,4.68064,18.00449,25.18137,2.64366,0.122318,12.975,6.863,37.2,3.6,8.6,2021-04-02 11:00:00,11.0,4.0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,1.54213,3.08427,0.88122,1.10152
74.10138,3.82093,14.79297,20.65165,1.26675,0.139385,12.075,6.226,37.1,4.0,9.5,2021-04-02 12:00:00,12.0,4.0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,1.10152,1.98274,1.32183,1.48706
75.13394,3.78909,16.10817,21.91802,0.71599,0.182054,9.575,4.882,29.9,4.1,10.3,2021-04-02 13:00:00,13.0,4.0,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,0.66091,1.26675,1.98274,1.76244
